t,x,y,i
2313,71252,1168347.37537251,6
2314,71266,1168172.30587939,6
2315,71305,1171168.38536558,6
2316,71319,1169601.17216046,6
2317,71367,1169039.91170019,6
2318,71378,1172040.47027995,6
2319,71417,1170660.31992102,6
2320,71464,1171144.66779168,6
2321,71480,1172827.46995284,6
2322,71507,1173777.02967263,6
2323,71525,1173287.48585304,6
2324,71543,1173032.33614219,6
2325,71556,1174424.30610782,6
2326,71599,1172295.35954562,6
2327,71631,1174070.90663319,6
2328,71640,1174850.44620488,6
2329,71648,1170766.52648141,6
2330,71674,1174368.34978896,6
2331,71674,1174689.63038012,6
2332,71688,1177294.28855804,6
2333,71737,1177633.65139442,6
2334,71783,1178678.75656499,6
2335,71784,1176830.98169162,6
2336,71797,1175621.08623221,6
2337,71809,1176016.15546686,6
2338,71838,1180650.2162757,6
2339,71863,1179713.02526728,6
2340,71896,1177155.34436204,6
2341,71931,1178321.41040069,6
2342,71961,1178892.09442023,6
2343,71977,1180884.50496727,6
2344,72014,1181158.70160336,6
2345,72037,1179800.8851747,6
2346,72048,1179863.20404556,6
2347,72070,1183117.05094536,6
2348,72073,1178360.16288372,6
2349,72116,1182323.21939533,6
2350,72159,1185880.62656223,6
2351,72195,1181967.26695562,6
2352,72219,1183067.3555188,6
2353,72269,1184046.34442563,6
2354,72290,1183129.34806946,6
2355,72311,1186225.65846639,6
2356,72325,1187161.12454997,6
2357,72364,1188957.44583666,6
2358,72377,1186754.9896163,6
2359,72394,1187486.840018,6
2360,72423,1187687.20808626,6
2361,72444,1189218.71582554,6
2362,72494,1191674.09445483,6
2363,72542,1187697.17783608,6
2364,72570,1191712.9527336,6
2365,72575,1184849.89201754,6
2366,72614,1189776.3868331,6
2367,72624,1193111.0556065,6
2368,72670,1194065.53178799,6
2369,72675,1194321.93980831,6
2370,72706,1192781.64956466,6
2371,72725,1193439.21003646,6
2372,72746,1197134.1758765,6
2373,72796,1194528.42709803,6
2374,72804,1193371.14854245,6
2375,72852,1194820.61067607,6
2376,72858,1192566.59611136,6
2377,72883,1195740.13613353,6
2378,72925,1195843.85182748,6
2379,72973,1197603.95629356,6
2380,73015,1198800.21235811,6
2381,73053,1195113.4722448,6
2382,73071,1195068.80753705,6
2383,73080,1197481.34671333,6
2384,73098,1198516.93302979,6
2385,73130,1199353.18265844,6
2386,73170,1199904.56094129,6
2387,73197,1201839.61383939,6
2388,73218,1201569.09456023,6
2389,73259,1205786.80846146,6
2390,73290,1202126.67102057,6
2391,73300,1201296.6972067,6
2392,73349,1202661.95787671,6
2393,73362,1203034.88435387,6
2394,73389,1203595.38262567,6
2395,73403,1205839.70752459,6
2396,73435,1202130.86592634,6
2397,73464,1205404.5875782,6
2398,73472,1205953.67890034,6
2399,73516,1207261.56216883,6
2400,73535,1206342.16155044,6
1,16505,114462.358090405,7
2,16528,114739.42552522,7
3,16558,116185.516311268,7
4,16585,116453.860526063,7
5,16588,119060.249986228,7
6,16590,117765.745046821,7
7,16616,115401.130080841,7
8,16636,119411.156553348,7
9,16666,118253.316522545,7
10,16691,117250.315680912,7
11,16722,118322.018416497,7
12,16753,120681.965403782,7
13,16775,121263.632036969,7
14,16788,116534.111478725,7
15,16808,121912.142555454,7
16,16833,116139.841826611,7
17,16853,123415.742826695,7
18,16884,118754.222281857,7
19,16906,120491.279604038,7
20,16925,119317.631567235,7
21,16936,116816.517656072,7
22,16966,118140.508795704,7
23,16970,120386.642300978,7
24,16973,120759.85725499,7
25,17006,119158.571162081,7
26,17031,118254.398235332,7
27,17059,123166.28458031,7
28,17089,119715.46398796,7
29,17090,119333.71499292,7
30,17109,118931.77126328,7
31,17138,121816.654377062,7
32,17160,119767.963205544,7
33,17174,120301.980803482,7
34,17193,118397.037901836,7
35,17200,122224.75348637,7
36,17205,120824.544137191,7
37,17237,121878.151403781,7
38,17239,120323.583629767,7
39,17248,121299.991388112,7
40,17252,121971.496062725,7
41,17277,121069.997472781,7
42,17285,119611.921233508,7
43,17296,119976.855814146,7
44,17326,122093.379875798,7
45,17329,119899.595476474,7
46,17352,125983.087610304,7
47,17375,123604.124039054,7
48,17401,120596.245083399,7
49,17418,124746.852881243,7
50,17442,126938.656468689,7
51,17447,122304.214623481,7
52,17474,124298.249203811,7
53,17496,123759.073419007,7
54,17525,124915.515976015,7
55,17528,122645.261123281,7
56,17544,123693.50653438,7
57,17554,121852.446093585,7
58,17571,120862.420328055,7
59,17604,123852.932564068,7
60,17609,124567.091266637,7
61,17621,124844.779938821,7
62,17630,127381.508164436,7
63,17663,124463.455301923,7
64,17689,125145.129096889,7
65,17721,125726.205146286,7
66,17751,129416.208284235,7
67,17758,123170.337448134,7
68,17761,125948.636712386,7
69,17770,124930.03957098,7
70,17783,127541.776997941,7
71,17787,127781.117036515,7
72,17817,124012.187711405,7
73,17826,124672.039496135,7
74,17855,130087.455898339,7
75,17876,124226.995619797,7
76,17891,126479.753978626,7
77,17905,128981.395755515,7
78,17938,125629.485401671,7
79,17950,128173.400346577,7
80,17953,126324.323137484,7
81,17962,125009.491855373,7
82,17990,124129.293705568,7
83,18016,127508.196045845,7
84,18027,129275.49837564,7
85,18052,126385.282215669,7
86,18084,128239.738070457,7
87,18115,130492.610885987,7
88,18146,128623.353456864,7
89,18167,127771.137805113,7
90,18174,128050.667793118,7
91,18185,128919.223281837,7
92,18214,128548.407119653,7
93,18235,128109.310804844,7
94,18260,130684.332648961,7
95,18278,128441.48143983,7
96,18295,129330.464401416,7
97,18312,127459.703376133,7
98,18323,128197.212561547,7
99,18340,131339.175223918,7
100,18366,130552.093280879,7
101,18392,130011.952778731,7
102,18425,127089.795915263,7
103,18446,127312.932173032,7
104,18477,130666.25294022,7
105,18504,128988.369620614,7
106,18522,134624.564597689,7
107,18547,129282.637007205,7
108,18579,130995.658789752,7
109,18611,130983.212129602,7
110,18619,131075.174072243,7
111,18652,133315.202527207,7
112,18679,130584.018960718,7
113,18696,131830.640734404,7
114,18721,129974.364865794,7
115,18740,131716.036254017,7
116,18757,134135.301115819,7
117,18776,130739.614816327,7
118,18798,129791.353449922,7
119,18821,131560.162917048,7
120,18824,134378.582293471,7
121,18835,132705.256612179,7
122,18844,131398.8868209,7
123,18866,130985.500109123,7
124,18899,131564.68307376,7
125,18908,133495.118638442,7
126,18937,130564.703184288,7
127,18944,134021.020605165,7
128,18949,132730.522469425,7
129,18971,133552.068826301,7
130,18973,136115.539122812,7
131,18994,133577.004515489,7
132,19003,132799.918886846,7
133,19017,133130.099065419,7
134,19030,133165.312282416,7
135,19036,131835.294339402,7
136,19064,131871.809281497,7
137,19086,135696.279545175,7
138,19093,134824.487628927,7
139,19103,133445.477078532,7
140,19115,135191.847724316,7
141,19118,136176.19702246,7
142,19122,135019.277592169,7
143,19141,136087.481204512,7
144,19142,135459.397485874,7
145,19143,135276.865430975,7
146,19153,135138.586422725,7
147,19155,136000.045537348,7
148,19171,135824.574460748,7
149,19173,136353.833684744,7
150,19190,137159.746093003,7
151,19191,137217.224667869,7
152,19201,135956.620243636,7
153,19214,136037.695815103,7
154,19215,136872.270501374,7
155,19215,134705.511658412,7
156,19232,137470.834761428,7
157,19249,135482.562075639,7
158,19262,134166.892755739,7
159,19281,136697.057371021,7
160,19288,140209.787751442,7
161,19321,135898.714112075,7
162,19329,136918.665987178,7
163,19356,137453.958501146,7
164,19366,136351.447207855,7
165,19381,135950.692909415,7
166,19408,136950.675806755,7
167,19419,136045.980919804,7
168,19439,133600.963954016,7
169,19461,136865.387230377,7
170,19473,137104.777616173,7
171,19489,138701.451063678,7
172,19522,139015.873979518,7
173,19551,142208.728518581,7
174,19562,138121.728837055,7
175,19587,139035.541528129,7
176,19599,138264.815851871,7
177,19619,139746.073144319,7
178,19619,137791.537149593,7
179,19640,135284.726055006,7
180,19648,140194.079121279,7
181,19679,136417.817519263,7
182,19688,137521.965279742,7
183,19698,137309.046020371,7
184,19703,137535.323281046,7
185,19718,138274.099663663,7
186,19726,136520.647492165,7
187,19730,139580.695374719,7
188,19743,138398.279816303,7
189,19773,139584.164800924,7
190,19774,139547.435373174,7
191,19787,139145.192566293,7
192,19814,142077.72295884,7
193,19840,139923.612589068,7
194,19871,140311.855948301,7
195,19878,138716.02909719,7
196,19878,138509.33173037,7
197,19907,140351.368112414,7
198,19924,140868.638435883,7
199,19955,141396.803583819,7
200,19968,140277.580975505,7
201,19968,140627.198167709,7
202,19978,141061.486095803,7
203,20010,138683.080275619,7
204,20038,141485.065300772,7
205,20063,140773.962705693,7
206,20069,139149.665387093,7
207,20079,142628.725257247,7
208,20112,141358.438780576,7
209,20124,141333.620017015,7
210,20154,144513.552148056,7
211,20178,140207.427888577,7
212,20191,142751.196161753,7
213,20211,142394.494336211,7
214,20243,145137.081132109,7
215,20248,141598.753620721,7
216,20249,142375.188878649,7
217,20281,144653.737565396,7
218,20288,142407.370136314,7
219,20298,141594.343027772,7
220,20329,143402.651377708,7
221,20343,144933.670416995,7
222,20367,142731.333289504,7
223,20390,141594.509412784,7
224,20401,144487.912049925,7
225,20421,144640.887690073,7
226,20423,142844.617307241,7
227,20444,145311.928759762,7
228,20451,143703.198683378,7
229,20457,142659.678453753,7
230,20457,144620.094725732,7
231,20461,142900.686018816,7
232,20461,142995.608037599,7
233,20469,144186.826843666,7
234,20493,144630.927321765,7
235,20496,143765.90564747,7
236,20513,144388.824540128,7
237,20540,143721.043490854,7
238,20544,144043.588395459,7
239,20548,143745.608571643,7
240,20551,145139.518118813,7
241,20584,144285.918733494,7
242,20611,144217.192181397,7
243,20612,148847.477403739,7
244,20614,145944.78014717,7
245,20627,147445.23630297,7
246,20660,146415.03085598,7
247,20685,145867.039751569,7
248,20712,142792.118171269,7
249,20744,148126.55256588,7
250,20770,144801.307093202,7
251,20780,146627.590440465,7
252,20799,148120.097999412,7
253,20809,148247.282919231,7
254,20835,147263.728281815,7
255,20852,145694.106002137,7
256,20855,150403.506624683,7
257,20873,148132.806606981,7
258,20904,144468.642472689,7
259,20917,148494.138834372,7
260,20917,146252.439431844,7
261,20936,147644.794275145,7
262,20936,146894.562299622,7
263,20969,146983.089550306,7
264,20970,146608.969197913,7
265,20981,147084.582714616,7
266,20981,145426.67569618,7
267,21009,149740.740209652,7
268,21041,149229.639620842,7
269,21063,148570.441425966,7
270,21074,149754.660972414,7
271,21092,149166.985567202,7
272,21102,147394.882966427,7
273,21126,151376.977454142,7
274,21128,149637.025605936,7
275,21144,149758.029841379,7
276,21172,149950.711059357,7
277,21174,152954.545632577,7
278,21195,149727.118114369,7
279,21203,147293.870953485,7
280,21219,148876.489108794,7
281,21227,149902.223373532,7
282,21227,148549.56136159,7
283,21237,151524.08584561,7
284,21265,154170.879696203,7
285,21267,150104.057605614,7
286,21277,154296.780141886,7
287,21307,149782.912118767,7
288,21332,148076.61787648,7
289,21364,152252.620724848,7
290,21382,151900.296788632,7
291,21402,149107.052642528,7
292,21411,149825.722394162,7
293,21417,149507.97922287,7
294,21436,152257.375974708,7
295,21465,151703.954172792,7
296,21465,150208.75005792,7
297,21466,154639.12823061,7
298,21490,151618.087677876,7
299,21500,152781.691842629,7
300,21504,153260.823834531,7
301,21513,152492.012856789,7
302,21537,152135.249279952,7
303,21541,149532.166822762,7
304,21562,153221.626442572,7
305,21593,151068.998505543,7
306,21602,150769.495278841,7
307,21603,151335.277478723,7
308,21621,152402.143734739,7
309,21653,152382.636695636,7
310,21673,151189.575800427,7
311,21703,154657.467214231,7
312,21726,151436.895045449,7
313,21746,150491.283941509,7
314,21763,153354.12449961,7
315,21774,152612.223558883,7
316,21806,154335.318648299,7
317,21831,153994.157537328,7
318,21833,153808.302737966,7
319,21833,151218.22766148,7
320,21858,154779.968276572,7
321,21887,155643.101384317,7
322,21908,153630.404287077,7
323,21939,155035.856872711,7
324,21970,154543.272510683,7
325,21973,153712.797011681,7
326,22002,152931.82496744,7
327,22034,157588.980237616,7
328,22044,156038.862605973,7
329,22058,156259.229319124,7
330,22075,155556.832875108,7
331,22087,155845.779141435,7
332,22104,157048.63325776,7
333,22133,158224.388180145,7
334,22152,158629.886455169,7
335,22165,153206.597438993,7
336,22188,155883.842655193,7
337,22205,154860.958048066,7
338,22213,157987.945160543,7
339,22224,155499.120641623,7
340,22244,156431.10929487,7
341,22247,155272.387197141,7
342,22273,153263.081927118,7
343,22293,154906.89480062,7
344,22319,159534.111695785,7
345,22339,158159.424754429,7
346,22363,157498.999649797,7
347,22390,154731.815508554,7
348,22399,157881.368373456,7
349,22408,158403.574114056,7
350,22423,158695.029831724,7
351,22453,156087.439980415,7
352,22458,160170.170817318,7
353,22472,157481.558693268,7
354,22492,157365.954041244,7
355,22522,159124.708903185,7
356,22550,159233.646496657,7
357,22572,158918.013246925,7
358,22595,159058.543168695,7
359,22610,155829.854361989,7
360,22613,160228.47678627,7
361,22624,159323.558345334,7
362,22631,159925.241637893,7
363,22637,158292.843038881,7
364,22663,164369.341378096,7
365,22696,157047.323063548,7
366,22697,155270.342303425,7
367,22721,159483.428484052,7
368,22724,160325.705330106,7
369,22745,161502.805435453,7
370,22777,159339.375420573,7
371,22805,160067.194207122,7
372,22831,161812.564039501,7
373,22849,162288.015687528,7
374,22863,160051.165206449,7
375,22882,163633.683841904,7
376,22896,162374.55857568,7
377,22927,159777.097900364,7
378,22951,161864.028220184,7
379,22975,161260.43870098,7
380,23002,163266.742790851,7
381,23020,160083.197508997,7
382,23021,160481.256396042,7
383,23053,161260.546359349,7
384,23073,160350.450304447,7
385,23078,163006.263782454,7
386,23103,161150.290260341,7
387,23133,161533.70802543,7
388,23143,160999.901176808,7
389,23164,163336.751365,7
390,23169,160820.046241565,7
391,23190,164554.658806032,7
392,23196,164886.322395337,7
393,23227,162706.783635049,7
394,23232,163461.05646157,7
395,23258,165134.126646826,7
396,23266,164666.443960451,7
397,23296,166039.706041065,7
398,23321,166937.95795574,7
399,23350,166165.960678537,7
400,23353,164801.961074718,7
401,23364,166018.92693024,7
402,23367,164534.441145129,7
403,23390,162919.756469276,7
404,23399,167322.791480434,7
405,23408,165669.350138711,7
406,23424,166663.127585859,7
407,23442,166216.254474393,7
408,23455,165074.776533462,7
409,23483,167420.997187128,7
410,23491,163695.221592339,7
411,23524,166399.28372216,7
412,23541,168276.306609393,7
413,23541,161963.583430001,7
414,23571,165471.949873774,7
415,23581,165942.534255215,7
416,23582,165720.304007492,7
417,23593,165936.385183077,7
418,23606,167183.050351947,7
419,23632,167168.523468987,7
420,23651,165537.115982854,7
421,23660,165180.072824314,7
422,23681,164953.962764073,7
423,23703,168818.974676604,7
424,23715,166916.121795832,7
425,23724,165436.857490453,7
426,23750,166843.746343432,7
427,23757,168121.443812408,7
428,23779,168672.078711138,7
429,23796,168713.256003451,7
430,23823,167673.959320436,7
431,23833,167578.352653432,7
432,23843,166012.011891751,7
433,23851,167374.606008808,7
434,23869,168753.248732973,7
435,23875,168569.346836878,7
436,23895,167230.069406198,7
437,23911,166023.872988224,7
438,23917,168093.953367082,7
439,23932,170304.571095569,7
440,23948,168683.788533974,7
441,23956,168963.159618504,7
442,23961,169051.646338507,7
443,23986,168675.572473954,7
444,24009,171626.981554085,7
445,24040,171531.059666868,7
446,24068,166368.478975291,7
447,24073,168132.526114025,7
448,24094,168510.63236553,7
449,24121,167341.792927221,7
450,24124,172332.2469484,7
451,24152,167882.66826635,7
452,24182,172825.225908586,7
453,24188,166922.4119375,7
454,24200,170606.016696277,7
455,24225,172852.359567021,7
456,24249,175070.143685394,7
457,24272,171611.364505004,7
458,24272,172153.557201863,7
459,24273,171484.055630068,7
460,24306,171172.021439704,7
461,24330,171172.741806504,7
462,24347,171069.554056898,7
463,24355,171567.31250669,7
464,24388,170978.787454363,7
465,24408,172173.265644381,7
466,24423,171941.545499888,7
467,24454,173901.028976945,7
468,24478,172086.716867461,7
469,24499,170682.990195292,7
470,24516,173398.803080183,7
471,24548,172474.734192822,7
472,24569,174532.038681916,7
473,24591,172106.221268761,7
474,24623,171369.02918417,7
475,24629,173778.998440007,7
476,24649,172121.285250207,7
477,24664,176304.940303565,7
478,24666,173642.353943499,7
479,24670,173164.121205647,7
480,24679,173290.104386397,7
481,24696,172826.310970256,7
482,24699,176544.880046016,7
483,24729,173208.754284598,7
484,24760,174475.711009405,7
485,24777,175378.441587825,7
486,24792,175971.348123154,7
487,24805,173956.183595032,7
488,24806,177488.327802482,7
489,24809,174913.213875186,7
490,24812,172813.509935704,7
491,24826,173629.597066075,7
492,24831,174721.848916486,7
493,24844,174829.460211689,7
494,24873,172298.954007897,7
495,24895,179899.035345094,7
496,24917,175983.026506766,7
497,24939,175473.710800337,7
498,24960,174443.020088119,7
499,24982,173729.319942156,7
500,24989,175283.774320661,7
501,25011,176980.935331711,7
502,25042,176833.324799147,7
503,25067,178468.94720145,7
504,25084,177736.195930299,7
505,25099,176625.431755357,7
506,25108,175396.503076691,7
507,25137,178183.082812384,7
508,25164,178421.497198069,7
509,25175,177715.732673011,7
510,25196,176119.629685584,7
511,25212,177255.029763069,7
512,25217,179994.679484054,7
513,25246,177137.689226748,7
514,25272,176181.427275652,7
515,25284,176148.236412562,7
516,25305,179492.974040015,7
517,25316,175508.413294943,7
518,25333,179353.413197385,7
519,25364,178424.321653462,7
520,25369,179579.147997978,7
521,25401,181389.917953874,7
522,25433,177181.971130309,7
523,25453,184278.172346865,7
524,25465,180846.391886032,7
525,25474,176074.459101618,7
526,25486,178103.029547968,7
527,25519,178867.24785416,7
528,25548,179154.466977096,7
529,25560,180392.385004114,7
530,25589,179615.724940558,7
531,25610,178713.679748021,7
532,25615,179284.216127859,7
533,25628,180054.496373699,7
534,25634,178849.525452658,7
535,25635,181631.651383635,7
536,25663,178977.458491205,7
537,25689,179981.390066949,7
538,25712,180073.858515854,7
539,25719,181591.102195142,7
540,25740,184173.252046173,7
541,25767,181640.575543019,7
542,25767,181008.682568099,7
543,25781,180584.477879819,7
544,25810,181317.639129888,7
545,25843,181419.725463286,7
546,25864,182434.264760842,7
547,25877,182054.342767893,7
548,25896,182858.842054642,7
549,25927,184311.613734835,7
550,25936,181877.469504464,7
551,25950,184109.183016364,7
552,25972,182858.285615134,7
553,26001,184159.751856531,7
554,26010,182673.490847502,7
555,26019,183545.663621133,7
556,26032,182242.587779037,7
557,26053,182705.654868098,7
558,26086,183735.620636196,7
559,26116,182233.222265501,7
560,26139,182986.261662056,7
561,26140,187114.965748533,7
562,26149,182801.864719577,7
563,26160,186511.783155696,7
564,26176,186705.288463772,7
565,26181,186839.170990371,7
566,26211,186703.936637249,7
567,26230,181837.987542194,7
568,26260,186651.973974251,7
569,26271,185783.32413978,7
570,26284,185140.253381358,7
571,26299,188083.544405198,7
572,26314,188891.130491195,7
573,26321,184569.213038381,7
574,26321,184834.326932509,7
575,26338,185922.079745509,7
576,26360,187464.830083709,7
577,26363,185082.766265176,7
578,26384,189879.742210936,7
579,26411,185792.844766317,7
580,26427,186338.72924432,7
581,26432,184530.916239406,7
582,26435,188395.437760422,7
583,26441,186106.935762665,7
584,26469,190437.012357432,7
585,26495,187041.475492987,7
586,26513,189851.862456136,7
587,26536,184889.238923493,7
588,26549,190266.330233136,7
589,26575,182486.285013046,7
590,26588,187126.443038565,7
591,26619,186025.736593089,7
592,26641,186663.287964402,7
593,26651,186618.346493842,7
594,26653,189294.553622564,7
595,26672,187402.438518818,7
596,26688,186891.209777572,7
597,26712,188524.727813104,7
598,26743,190221.336581598,7
599,26753,191761.765251292,7
600,26770,190393.861364378,7
601,26786,192018.334046565,7
602,26798,187884.853457677,7
603,26816,190834.600172729,7
604,26845,189679.263030654,7
605,26871,192328.044851115,7
606,26887,190061.328461083,7
607,26920,190303.484582325,7
608,26933,189796.391777147,7
609,26954,191451.360262423,7
610,26967,190648.657058706,7
611,26975,192518.683974873,7
612,26993,190278.650865551,7
613,27024,190314.551452827,7
614,27037,190954.26295893,7
615,27059,189496.719981978,7
616,27076,191358.55782205,7
617,27079,192301.814649522,7
618,27084,193015.894192647,7
619,27088,190108.816411791,7
620,27095,191041.898547662,7
621,27097,190733.99566112,7
622,27125,191466.49419416,7
623,27147,187497.923989755,7
624,27148,190506.097399571,7
625,27161,192949.854257411,7
626,27170,193211.693605019,7
627,27180,191123.677290466,7
628,27192,188373.787607552,7
629,27209,190274.871790799,7
630,27217,192899.054750958,7
631,27243,193681.76118801,7
632,27262,196989.854743871,7
633,27292,192629.226314319,7
634,27316,192721.375160417,7
635,27341,190981.830405808,7
636,27345,191952.654620878,7
637,27370,193237.217443557,7
638,27386,190361.38888241,7
639,27407,194671.763363168,7
640,27424,194147.669315167,7
641,27437,194101.924896449,7
642,27439,192795.71170075,7
643,27452,194406.240812952,7
644,27469,191793.691414545,7
645,27472,193938.42815983,7
646,27501,194474.000228228,7
647,27513,192513.501293277,7
648,27541,190659.687068698,7
649,27566,193407.199113048,7
650,27585,195429.773495774,7
651,27602,195803.536053399,7
652,27634,194050.697212114,7
653,27666,198818.645843041,7
654,27693,194207.281183796,7
655,27708,194633.689489003,7
656,27726,194877.326757143,7
657,27757,197466.740826521,7
658,27783,195282.691438811,7
659,27784,195515.14737405,7
660,27796,195493.192080334,7
661,27816,195130.877562612,7
662,27840,194739.190896376,7
663,27848,197608.04897595,7
664,27853,195280.281915968,7
665,27886,197589.691522417,7
666,27915,195881.742017547,7
667,27922,197070.667886861,7
668,27924,197254.283246507,7
669,27934,197699.545791782,7
670,27958,194958.307451263,7
671,27985,194832.736478114,7
672,27994,200303.926396205,7
673,28011,197501.88864765,7
674,28025,197903.503507002,7
675,28042,196633.829319401,7
676,28059,197313.207137068,7
677,28074,197009.65433151,7
678,28098,197770.698932855,7
679,28131,199752.809991237,7
680,28159,200009.53819416,7
681,28164,198890.607986611,7
682,28186,199392.013494261,7
683,28217,198936.457133402,7
684,28247,200336.785411205,7
685,28272,200516.621529607,7
686,28305,200052.08238142,7
687,28331,199329.719408966,7
688,28357,199055.53587372,7
689,28366,197190.229321434,7
690,28374,199785.001270576,7
691,28392,201342.676229967,7
692,28403,197460.787757213,7
693,28434,197880.292437459,7
694,28436,201019.954830757,7
695,28447,201224.215677166,7
696,28462,201003.469009698,7
697,28484,200317.735549074,7
698,28490,200931.815077998,7
699,28511,201241.342646289,7
700,28538,201704.199605514,7
701,28543,198674.66977361,7
702,28566,200070.809050169,7
703,28599,203690.792720702,7
704,28614,202111.515286804,7
705,28645,201031.600189338,7
706,28678,202392.9450971,7
707,28683,203280.814943314,7
708,28692,200682.729803514,7
709,28700,202323.808397944,7
710,28718,204823.728510975,7
711,28728,204100.073644444,7
712,28757,201547.803721138,7
713,28774,202134.13838299,7
714,28787,203916.158859085,7
715,28800,202980.527796776,7
716,28811,201387.408014351,7
717,28822,198274.920840535,7
718,28837,204544.085374703,7
719,28842,202662.457733652,7
720,28856,206124.47912928,7
721,28872,207335.572940095,7
722,28883,206832.017818299,7
723,28883,204043.338323144,7
724,28914,204193.929293244,7
725,28920,201221.097610905,7
726,28925,204836.708583565,7
727,28927,203211.22161461,7
728,28935,205992.038096712,7
729,28963,202060.096715306,7
730,28981,204982.349386497,7
731,28985,204381.214253699,7
732,28986,204529.233577803,7
733,28990,205222.651298004,7
734,29003,206664.650598389,7
735,29011,204980.483807914,7
736,29043,205541.390594285,7
737,29052,203994.974049953,7
738,29082,205655.362194547,7
739,29115,203599.291729624,7
740,29122,203804.402112925,7
741,29146,205731.912313839,7
742,29162,208968.335701542,7
743,29165,204333.602209941,7
744,29178,204423.214168382,7
745,29211,204700.661987937,7
746,29224,204891.899249373,7
747,29232,207808.988721632,7
748,29233,207260.65862327,7
749,29243,209516.952477279,7
750,29270,206250.268566825,7
751,29288,206439.309250974,7
752,29299,204481.98252311,7
753,29329,207405.795315774,7
754,29337,207055.749725982,7
755,29365,206394.833002009,7
756,29384,208623.632166166,7
757,29403,208738.730665181,7
758,29433,207628.581653701,7
759,29438,207888.782347213,7
760,29454,209062.179746084,7
761,29467,206175.082230644,7
762,29477,208561.586035775,7
763,29507,208295.058166153,7
764,29531,210365.436265857,7
765,29546,206806.463030737,7
766,29553,206071.171819275,7
767,29581,207862.023749316,7
768,29591,208605.905681541,7
769,29600,208378.431003206,7
770,29627,210398.055007203,7
771,29637,208942.361963239,7
772,29639,208078.97133746,7
773,29660,207138.568842958,7
774,29689,209108.005141347,7
775,29689,207649.019637591,7
776,29709,208974.135757286,7
777,29711,207246.332810146,7
778,29723,209795.20990763,7
779,29736,208030.269953848,7
780,29751,210218.600735309,7
781,29760,209831.650245099,7
782,29793,208435.708280108,7
783,29824,211101.92902761,7
784,29838,211434.082186312,7
785,29843,210570.312606207,7
786,29863,212599.179168093,7
787,29870,210398.938200975,7
788,29885,208116.938288817,7
789,29912,210288.809528428,7
790,29940,210996.781039897,7
791,29962,208697.314680817,7
792,29980,211583.517591771,7
793,30008,211214.841781442,7
794,30019,211879.782988074,7
795,30035,210657.337369992,7
796,30047,209766.518690601,7
797,30079,211848.259860746,7
798,30094,210622.09736198,7
799,30123,212862.640517894,7
800,30133,210442.045011697,7
801,30161,212862.226474739,7
802,30187,210864.874701858,7
803,30191,211531.839819409,7
804,30208,210465.79964326,7
805,30228,213205.193758872,7
806,30236,212482.789541424,7
807,30268,212923.037891527,7
808,30290,211729.80076597,7
809,30309,215040.706973283,7
810,30333,213904.458215651,7
811,30338,211327.739562298,7
812,30344,213414.821236774,7
813,30345,213532.329464903,7
814,30354,213440.561798279,7
815,30361,214232.283815318,7
816,30374,217107.591038355,7
817,30387,214317.397823059,7
818,30417,215748.991835861,7
819,30442,215090.175851988,7
820,30443,213644.220217609,7
821,30476,211762.582953893,7
822,30476,215278.573314606,7
823,30487,218008.436765592,7
824,30509,213229.472102206,7
825,30509,213179.393511589,7
826,30541,218091.25323472,7
827,30554,217374.222896606,7
828,30575,217057.289835078,7
829,30585,215748.704035182,7
830,30608,216166.567151783,7
831,30636,217141.291184433,7
832,30659,215085.073166885,7
833,30675,215902.443134777,7
834,30701,213457.750105657,7
835,30724,216575.920160766,7
836,30756,217331.91142349,7
837,30775,216803.785517799,7
838,30784,215515.194373764,7
839,30812,215414.329354831,7
840,30830,217698.625435961,7
841,30837,215857.53993971,7
842,30846,217625.221032836,7
843,30858,218508.07775244,7
844,30875,218486.547422736,7
845,30887,213585.194243169,7
846,30891,216951.158906196,7
847,30893,216367.769033748,7
848,30909,220727.170322255,7
849,30935,218515.941594903,7
850,30944,217908.021747568,7
851,30966,218045.743017101,7
852,30966,217347.61559676,7
853,30969,217989.274915469,7
854,30991,219975.769587008,7
855,31011,220133.170567176,7
856,31023,219580.288201811,7
857,31051,218054.842393561,7
858,31055,217732.386593656,7
859,31087,220314.859997457,7
860,31097,218159.186475277,7
861,31099,220059.607373296,7
862,31108,222126.84519442,7
863,31140,220348.861326526,7
864,31152,222240.573696811,7
865,31163,218324.302644972,7
866,31181,214450.362362172,7
867,31189,218618.177517046,7
868,31195,219557.860260137,7
869,31200,218471.697300662,7
870,31215,221056.856276607,7
871,31230,221525.719037426,7
872,31257,219397.051922473,7
873,31275,218517.944460873,7
874,31280,220385.514945063,7
875,31306,219617.29379399,7
876,31327,221533.020168847,7
877,31354,221746.37581148,7
878,31370,220904.022722272,7
879,31382,221576.656529488,7
880,31405,218654.674377818,7
881,31431,221200.41092686,7
882,31462,223838.370598277,7
883,31493,221562.736762614,7
884,31512,221569.575231942,7
885,31518,219846.856242817,7
886,31548,222079.585273383,7
887,31580,224619.88770142,7
888,31580,223249.7722712,7
889,31581,223372.340969106,7
890,31589,222594.521964879,7
891,31592,221404.926682284,7
892,31617,221341.864617074,7
893,31631,224682.150796103,7
894,31663,221170.806882781,7
895,31675,225837.770520528,7
896,31681,226309.993515243,7
897,31711,223130.5461724,7
898,31726,222698.524996373,7
899,31752,220028.571305263,7
